source,target,weight,source_type,target_type
4981,1092,-14.44385199304253,Nematocyte-related,Epidermal/Muscle-related
4855,89,14.440403558100465,Nematocyte-related,Neural-related
4983,5624,-14.43132236639262,Nematocyte-related,Epidermal/Muscle-related
4981,6822,-14.426466957044713,Nematocyte-related,Nematocyte-related
4771,333,14.425155210224926,Nematocyte-related,Epidermal/Muscle-related
4855,5359,14.417796608559316,Nematocyte-related,Neural-related
4771,6065,14.390619252417007,Nematocyte-related,Nematocyte-related
4981,2573,14.390347056650386,Nematocyte-related,Epidermal/Muscle-related
4771,2918,-14.380881542138619,Nematocyte-related,Nematocyte-related
4886,846,-14.376585267888517,Epidermal/Muscle-related,Nematocyte-related
4771,881,14.374000089733949,Nematocyte-related,Nematocyte-related
4981,6902,14.350300551930959,Nematocyte-related,Neural-related
4923,5624,14.344558669610867,Nematocyte-related,Epidermal/Muscle-related
4821,5277,-14.34346118726348,Epidermal/Muscle-related,Neural-related
4981,4122,-14.341052038504955,Nematocyte-related,Nematocyte-related
4785,846,14.335722733631318,Neural-related,Nematocyte-related
4821,846,14.331845424825822,Epidermal/Muscle-related,Nematocyte-related
4855,6065,14.331218414844535,Nematocyte-related,Nematocyte-related
4869,5624,14.327939429680649,Epidermal/Muscle-related,Epidermal/Muscle-related
4981,6690,14.325073848098382,Nematocyte-related,Epidermal/Muscle-related
4821,2262,-14.311200297139287,Epidermal/Muscle-related,Epidermal/Muscle-related
4981,2148,14.309555530952538,Nematocyte-related,Epidermal/Muscle-related
4981,6074,-14.299435116870802,Nematocyte-related,Epidermal/Muscle-related
4855,5688,14.290861476901492,Nematocyte-related,Epidermal/Muscle-related
4981,1862,14.288007509651358,Nematocyte-related,Epidermal/Muscle-related
4760,3288,-14.287975182986099,Neural-related,Neural-related
4821,2376,-14.284927311215474,Epidermal/Muscle-related,Epidermal/Muscle-related
4821,2090,-14.255481058800928,Epidermal/Muscle-related,Nematocyte-related
4925,2090,-14.23258520802526,Epidermal/Muscle-related,Nematocyte-related
4981,485,14.22300892631372,Nematocyte-related,Neural-related
4981,2200,-14.212329831731054,Nematocyte-related,Epidermal/Muscle-related
4869,3289,14.201560331171937,Epidermal/Muscle-related,Neural-related
4994,357,14.195659113343035,Neural-related,Neural-related
4889,3193,14.185155886531694,Nematocyte-related,Neural-related
4925,2393,14.1825599608388,Epidermal/Muscle-related,Nematocyte-related
4771,1922,14.172058677600061,Nematocyte-related,Neural-related
4763,3096,-14.169685472159285,Neural-related,Epidermal/Muscle-related
4771,5139,14.164335022882993,Nematocyte-related,Nematocyte-related
4855,3504,14.153109638266006,Nematocyte-related,Nematocyte-related
